text,rating,date,sentiment,cluster,cluster_label
"Seit 12 Tagen ist die Fahrzeugposition, der Tankinhalt und die Reichweite eingefroren obwohl das Fahrzeug verbunden ist und sich das Fahrzeug aktualisiert. Info an Hotline vor 5 Tagen hat bisher nicht mal zur Rückmeldung geführt. Es kann doch nicht sein das man alle 2 Tage idrive zurück setzen muss und App neu installieren? Bitte unbedingt nachbessern!!!!!!!!! Sie hängt wieder.. sechs setzen!",1,2021-10-18 19:53:26,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Nach jetzt 5 maliger Neuinstallation habe ich die Nase voll. Nie wieder diese Mist-App. Funktioniert immer nur ein paar Tage... wer braucht sowas????,1,2021-10-18 18:38:53,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Idee gut umgesetzt mies. Installiert sieht alles gut aus. Km Stand. Füllstand Tank. Service usw. Obwohl er mir Anzeigt Daten aktualisiert ist alles eingefroren also alter Stand. Wenn ich Standheizung aktivieren will, bleibt die App teilweise hängen also ich kann nix mehr verstellen oder direkt anwählen. Netzverbindung i.O. und RAM von meinem Handy leer und trotzdem geht nix. Die alte Conect app geht auch nicht mehr und habe dies deinstall. Um eve eine Störung mit dieser App zu vermeiden. Zum k",1,2021-10-18 06:09:29,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Standortdienste funktionieren nicht mehr seit dem letzten Update.,1,2021-10-17 16:45:09,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Mich nervt die App ungemein, nach jedem Update muss man sich neu anmelden und die Datenschutzbestimmungen akzeptieren. Das ist bei anderen Apps auch nicht. Man sitz im Auto und möchte z.B. Alexa nutzen, dann kommt Info das der Dienst derzeit nicht verfügbar ist. Und warum? Weil es zum 100 mal ein Update der App gab wo man sich mal wieder neue Anmelden muss. Und siehe da der Dienst geht wieder. Nur während der Fahrt sollte man das nicht tun. Die App wäre ein Grund keinen BMW mehr zu kaufen.",2,2021-10-16 23:07:57,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Soeben installiert. Schon die Registrierung scheitert an Systemfehlermeldungen seitens BMW, in denen man sich immerhin höflich entschuldigt. Eine Bestätigungs-Mail zur Registrierung habe ich bisher nicht erhalten. Insofern kann ich aktuell nicht mehr Sterne vergeben. Mal sehen wie es sich weiter entwickelt....",1,2021-10-16 12:19:57,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Dieses ständige neu einloggen ist so was von nervig, deshalb möchte ich diese App einfach nicht mehr benutzen! Die vorherige Applikation war wirklich hervorragend. Diese ist absolut nicht zu empfehlen und definitiv ein Rückschritt. Am besten erst gar nicht herunterladen...",1,2021-10-15 22:11:31,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Völlig instabil. Dann soll man noch nen hotspotabo machen (wozu, wenn man x GB am Handy hat). Software Update fürs Auto nur über diese App... völlig sinnlos! Schade 😞",1,2021-10-15 14:43:33,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Minus ein Stern wäre auch OK. Die alte App war ok, funktionierte 2 Jahre Problemlos. bei My BMW mußte ich Passwort zurücksetzten wer merkst sich den so ein Passwort über Jahre hinweg auch noch mit Sonderzeien und so. Nun gut, hoffte auf weitere Jahre, einmal nach Malaga fliegen und My App verlangt wieder den ganzen anmeldeschrott. Eigentlich dachte ich BMW wäre Premium aber die App sicherlich nicht. Wenn Googelpay genauso arbeiten würde wäre ich aufgeschmissen. schade, aber eigentlich auch nicht so wichtig wie vieles an meinem teuren BMW. Ich sehe ausserdem für den Nutzer kein Vorteil zwischen der alten funktionierenden App und der neuen !",1,2021-10-15 11:42:22,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"An ständigen Anfragen neu Anmeldung, sagt immer falsche Passwört. Bei den neue Passwört zu holen klappt es nicht.",2,2021-10-15 10:04:16,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Grotte schlechte Usability.Meist, wenn wir es dringend brauchen würden, funktioniert es gar nicht. Die größte Katastrophe: Das Fahrtenbuch gibt es überhaupt nicht mehr. Das Finanzamt wird Nachforderung stellen, für die BMW dann geradezustehen hat.",1,2021-10-14 19:32:44,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Wenn die Fahrzeuge von BMW die selbe Qualität hätten, wie diese App, dann würde keiner mehr BMW fahren. Der Versuch, das aktuelle Update von Smartphone zum Fahrzeug habe ich nach unzähligen Versuchen beendet. WLAN und Bluetooth war verbunden, es fehlte die App Verbindung. Ein YouTube Video in englischer Sprache empfinde ich als Frechheit, nicht jeder beherrscht die Sprache entsprechend. Wenn dies der Service seitens BMW ist, dann sollte man sich nicht wundern, dass ma nach Alternativen sucht.",1,2021-10-14 16:16:43,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Euch is ja nix zu peinlich... Da funktioniert nichts. Die alte app habt ihr deaktiviert os das man sich nicht mal mehr einloggen kann, die neue sagt das fahrzeug ist in der alten app noch registriert und jetzt kann man bei keiner der beiden apps anmelden. Aber geld soll ich zahlen fuer zusatzservice... Wahnsinn.",1,2021-10-14 11:45:29,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
